time,size
0.0,997175
0.003,988815
0.003,982200
0.009,990183
0.016,992824
0.017,986871
0.018,978464
0.02,976633
0.021,975949
0.022,981910
0.022,979189
0.023,981880
0.024,983638
0.024,983552
0.029,980431
0.03,985057
0.038,990218
0.043,982932
0.044,986100
0.045,992196
0.045,1004209
0.048,1008547
0.048,1004252
0.051,1008793
0.054,1007616
0.057,1013648
0.058,1011336
0.058,1000785
0.06,994346
0.06,984986
0.06,993068
0.061,991420
0.064,982909
0.076,981122
0.077,977992
0.078,978161
0.078,975110
0.08,972230
0.087,979774
0.091,980996
0.092,980406
0.103,992075
0.104,1003915
0.105,1009689
0.107,1019656
0.111,1019052
0.111,1026054
0.116,1039922
0.119,1041147
0.12,1036341
0.126,1037229
0.136,1027422
0.14,1027625
0.141,1022110
0.142,1016645
0.144,1014691
0.147,1011203
0.155,1008971
0.157,1011846
0.168,1007981
0.169,1011602
0.169,1008183
0.17,1008589
0.173,1019227
0.186,1023242
0.193,1022302
0.2,1012803
0.202,1011030
0.203,1016071
0.204,1014357
0.211,1014537
0.212,1006406
0.215,1013315
0.217,1023969
0.217,1023529
0.22,1018583
0.225,1021976
0.229,1023547
0.23,1030688
0.231,1031356
0.232,1024491
0.233,1030988
0.235,1032203
0.236,1029497
0.237,1024579
0.237,1019929
0.24,1034538
