time,size
0.01,1003371
0.013,988786
0.014,988870
0.016,988451
0.02,988374
0.023,991487
0.026,987503
0.026,984490
0.032,989891
0.036,990845
0.044,987031
0.044,987660
0.049,984795
0.05,984768
0.063,982256
0.069,988952
0.077,988562
0.077,995343
0.079,996894
0.08,992385
0.089,998393
0.097,1004819
0.1,1009730
0.103,1011664
0.112,1010268
0.116,1011510
0.118,1001362
0.122,1003796
0.126,1015829
0.128,1013331
0.129,1009370
0.129,1011322
0.131,1016869
0.132,1023890
0.132,1023424
0.134,1019412
0.136,1009915
0.137,1012215
0.137,1008701
0.14,1017304
0.142,1013002
0.144,1015536
0.147,1014400
0.148,1003990
0.149,1006103
0.15,1007228
0.15,1009040
0.153,999605
0.155,995941
0.155,996853
0.158,1003469
0.162,1004871
0.162,1004528
0.163,1007388
0.163,998999
0.172,1002664
0.172,1001456
0.174,1011729
0.175,1013327
0.179,1016640
0.181,1019085
0.185,1028958
0.191,1031389
0.192,1024134
0.195,1029190
0.197,1036820
0.204,1037344
0.206,1044143
0.207,1040305
0.209,1034563
0.211,1038551
0.219,1038334
0.223,1031244
0.225,1033777
0.225,1031889
0.232,1023106
0.234,1014868
0.235,1016463
0.239,1015734
0.244,1021291
