time,size
0.001,998148
0.003,1006063
0.009,1019168
0.013,1014673
0.014,1020160
0.015,1024731
0.016,1030599
0.019,1026817
0.02,1036424
0.02,1030865
0.022,1027056
0.022,1021500
0.022,1015697
0.035,1014337
0.038,1012992
0.044,1014110
0.045,1007176
0.052,1001230
0.056,996168
0.061,997387
0.063,993978
0.064,985630
0.07,982845
0.072,974482
0.073,968373
0.073,965843
0.077,957468
0.082,951486
0.087,956218
0.087,955495
0.087,960425
0.099,961779
0.102,952719
0.105,950420
0.111,962034
0.111,958069
0.111,959451
0.114,958692
0.114,959214
0.117,954973
0.122,951306
0.125,954638
0.128,948302
0.131,944034
0.139,943298
0.139,940597
0.14,939703
0.145,929739
0.147,929113
0.149,931957
0.15,925017
0.15,915341
0.151,908172
0.158,910811
0.159,906161
0.161,906466
0.162,908414
0.163,902966
0.164,907868
0.167,909406
0.167,897849
0.171,893937
0.171,887949
0.171,892986
0.172,894187
0.176,894352
0.176,891797
0.182,894492
0.185,891262
0.187,888815
0.19,890718
0.192,889908
0.194,895454
0.196,897153
0.197,897145
0.202,896554
0.202,901012
0.204,906813
0.205,906758
0.206,904460
0.207,894627
0.207,894791
0.21,899491
0.211,898308
0.217,899242
0.219,902541
0.22,900385
0.223,898101
0.228,909517
0.23,911607
0.231,913875
0.25,915919
