time,size
0.001,1004558
0.001,1007880
0.003,1010275
0.004,1012348
0.005,1013007
0.012,1005241
0.016,994356
0.023,994331
0.024,1001715
0.024,1005044
0.026,1010423
0.026,1018108
0.026,1016356
0.041,1014182
0.047,1017952
0.049,1015482
0.049,1008715
0.05,1004603
0.054,994933
0.055,1000450
0.057,997617
0.064,995554
0.071,995780
0.071,994917
0.078,989736
0.079,990222
0.081,991066
0.082,991394
0.084,990299
0.093,987715
0.093,991369
0.098,983907
0.1,986044
0.103,979653
0.104,985472
0.104,990070
0.107,1000551
0.11,998440
0.116,1002083
0.118,1010619
0.119,1003835
0.121,1000715
0.121,1009248
0.125,1004620
0.14,1004603
0.149,1005416
0.15,1008615
0.161,1005262
0.165,1005496
0.175,1002094
0.189,1003658
0.199,1000746
0.203,995935
0.208,996421
0.21,999079
0.211,1007651
0.212,1006016
0.221,1003579
0.224,991820
0.23,995519
0.23,992778
0.233,1002642
0.235,1003791
0.236,1006014
0.239,1002511
0.244,1003194
