time,size
1.238,992271
1.608,992381
2.729,992321
7.756,996766
13.468,1011075
16.846,1012096
16.928,1022702
18.763,1024499
19.112,1027124
27.276,1024026
30.257,1026501
31.88,1030142
35.926,1027357
37.322,1026717
37.504,1024787
38.328,1024153
41.323,1026827
41.792,1026796
42.419,1021330
44.258,1019008
45.69,1022291
47.673,1023447
48.705,1025817
49.23,1020968
56.685,1017405
56.871,1021679
57.971,1014679
58.229,1014116
59.881,1010612
60.111,1015653
60.646,1007005
61.439,1014609
62.372,1009406
63.474,1007399
65.127,1000550
65.979,1000289
70.575,999073
72.011,1006129
73.774,1018971
76.451,1030474
78.128,1020772
78.136,1027905
84.267,1024079
85.07,1021522
89.878,1026232
90.039,1015268
95.349,1013477
104.618,1010502
115.031,1021906
118.703,1017197
119.208,1020791
121.874,1019302
127.01,1019836
130.834,1017445
135.438,1016121
135.64,1008473
140.416,1009479
142.855,997865
143.347,996379
143.63,982803
143.649,992245
147.97,1003850
148.57,994946
149.206,986887
151.169,985800
152.288,981070
158.16,984110
164.133,977404
165.488,973474
166.525,969706
170.257,964975
171.614,965923
174.072,976232
186.826,982010
188.528,990250
192.062,995470
194.959,995909
198.147,986649
198.252,988185
198.395,983050
211.13,985543
217.885,984287
227.499,992211
229.615,996404
230.11,994178
233.291,994306
233.897,987773
236.408,984139
237.394,987139
242.021,974565
