time,size
0.206,1014822
0.788,1004354
3.809,1000066
9.903,992656
12.284,992618
12.581,997493
13.893,1000517
14.575,1002734
16.947,1008945
26.554,1014315
29.968,1022605
32.001,1021719
32.554,1017727
37.892,1024271
42.324,1035295
43.426,1039106
45.696,1044174
49.953,1043942
54.822,1046890
56.683,1047321
60.323,1043430
63.519,1039880
63.641,1037379
67.908,1033514
68.665,1032828
71.151,1028656
88.591,1025142
91.24,1033387
91.436,1031103
92.892,1031360
95.513,1036492
96.785,1033324
97.297,1032742
98.4,1028965
101.074,1022962
103.62,1023846
109.148,1025328
110.014,1025363
110.408,1031598
112.869,1036159
113.837,1036423
125.308,1033180
126.555,1033083
128.553,1039207
129.188,1040165
130.128,1044801
131.44,1042519
135.824,1044307
136.123,1047945
140.978,1050397
142.411,1048505
145.532,1055758
146.867,1056323
148.695,1059740
150.419,1060313
158.88,1066105
161.459,1063006
164.325,1063694
167.84,1059978
168.055,1063257
173.292,1060515
176.519,1058819
176.971,1049461
182.823,1045367
185.888,1039831
187.941,1046583
189.747,1043053
197.873,1037093
198.837,1037228
201.009,1050281
204.716,1052459
207.56,1049896
217.988,1052438
218.871,1052044
222.082,1046575
225.213,1049324
226.092,1050105
228.692,1048370
230.907,1057184
231.279,1052612
237.008,1061824
238.356,1066029
240.481,1060024
