time,direction
4.352,S
10.246,S
13.172,B
19.105,S
31.13,S
33.317,B
37.606,B
38.311,S
40.082,B
45.429,S
52.455,B
53.049,B
53.467,B
55.348,B
64.312,S
64.447,B
64.899,B
66.428,B
70.87,S
72.089,S
80.605,S
83.603,S
83.955,B
85.603,B
87.668,S
91.347,S
92.798,B
96.469,S
98.045,B
100.265,B
105.454,S
105.694,S
108.558,B
118.11,B
119.782,S
124.296,B
125.35,B
136.181,S
136.769,S
143.327,S
143.899,S
145.429,B
146.88,B
148.222,S
149.263,B
152.898,B
154.864,B
162.574,S
172.203,B
173.309,S
181.863,S
185.154,S
190.059,B
194.978,S
199.439,S
200.875,B
208.264,B
209.626,S
211.426,B
218.064,B
223.616,B
224.629,S
224.775,B
227.658,S
229.31,B
233.902,S
244.551,B
