time,direction
1.87,B
3.519,S
5.752,S
6.792,B
7.335,S
7.887,S
8.314,B
17.762,B
20.703,B
24.869,B
32.126,S
40.587,B
46.193,S
46.443,B
48.286,S
49.796,B
51.433,S
52.403,S
53.256,B
54.842,S
57.672,B
59.232,B
67.069,S
68.549,S
71.527,S
73.608,S
74.404,S
76.597,B
79.61,S
82.04,S
83.219,S
83.428,S
85.874,S
86.089,B
87.203,S
89.936,B
90.218,S
92.835,S
94.909,B
95.664,S
96.975,S
99.179,S
99.514,B
101.86,B
105.527,S
108.525,S
120.079,B
123.691,B
125.899,B
126.259,S
126.584,B
127.421,S
128.936,S
129.978,S
129.987,B
130.891,B
132.018,B
132.749,S
134.545,S
138.606,B
140.184,S
141.367,B
141.912,S
147.757,S
149.037,S
156.876,S
159.04,B
160.296,B
160.304,S
160.441,B
166.458,S
173.806,B
174.281,S
174.308,B
174.313,S
176.159,B
178.907,B
179.041,S
179.727,B
183.629,B
185.806,S
189.793,B
190.112,S
190.466,S
195.014,S
195.987,S
199.065,S
202.546,B
203.425,B
203.705,B
206.465,B
207.321,B
211.421,B
212.912,B
221.431,S
223.834,S
227.064,B
228.804,S
231.417,B
233.859,S
237.344,B
237.376,B
237.641,S
238.473,S
238.537,B
239.402,S
240.932,B
