time,size
2.318,1000236
2.505,1000249
2.757,998309
2.967,994161
3.535,987920
4.485,986379
5.46,994836
6.183,996284
6.567,994368
8.855,997791
9.997,1001249
10.35,1004445
11.518,999405
13.152,997696
13.455,997481
14.59,993379
15.477,984070
15.969,984070
16.046,978614
20.512,980860
20.796,987951
24.601,992320
25.232,988798
26.581,993979
27.902,995801
28.107,997527
30.419,994776
30.583,995215
30.731,995148
30.755,988434
31.003,1001472
31.546,994019
32.599,990484
32.82,1001483
32.913,1000771
37.88,1004196
44.567,1005383
51.207,1008980
53.754,1007635
54.447,1004093
56.905,1000794
58.046,1007973
59.154,1000167
59.779,999299
60.748,1002592
60.767,1007783
62.117,1009412
63.044,1012563
63.644,1017139
65.825,1014547
66.09,1022823
67.62,1027794
68.16,1019233
68.763,1018504
69.786,1016287
69.809,1018648
69.818,1017310
70.34,1002080
71.056,1003894
73.597,1004952
74.276,1014020
74.99,1014489
76.411,1022525
77.485,1030873
78.269,1034836
78.829,1046341
79.772,1053059
79.822,1043190
80.363,1036656
81.524,1036497
81.654,1039234
83.331,1048580
83.969,1050140
84.053,1056620
85.474,1052905
87.967,1049208
89.314,1051683
89.823,1051688
89.98,1054317
90.896,1050221
91.594,1045178
92.169,1039365
92.722,1047513
92.998,1055231
94.696,1062776
96.878,1064468
99.4,1068906
99.763,1068821
99.957,1069826
101.228,1064713
102.204,1069537
102.446,1067734
102.804,1072414
103.31,1062500
103.415,1063452
105.276,1064348
106.508,1063577
106.819,1063060
107.14,1069579
107.613,1073364
107.961,1070182
108.934,1073784
108.959,1074356
109.762,1074502
110.76,1074412
111.237,1076547
112.301,1073502
112.548,1074361
112.56,1079094
112.641,1076085
112.677,1077814
114.97,1084168
116.089,1087676
117.543,1092147
119.046,1086206
119.404,1083408
119.803,1082905
122.692,1076691
123.779,1078612
124.271,1079000
126.523,1075844
127.055,1071674
127.843,1079515
128.986,1076269
130.107,1068992
131.398,1065197
131.672,1064120
132.226,1060906
132.64,1065131
133.641,1072754
135.093,1071799
135.212,1069885
136.272,1069884
137.669,1076396
138.89,1080061
140.138,1076899
141.563,1074979
142.997,1085543
143.123,1090341
144.028,1084084
144.252,1084958
145.018,1084732
145.689,1085821
145.863,1084685
146.106,1075284
146.94,1077036
148.835,1076298
149.106,1076572
149.199,1081578
149.482,1078981
149.64,1073922
151.507,1085889
151.894,1078423
153.544,1076914
153.956,1082614
156.378,1087574
157.965,1092287
158.801,1093214
161.01,1093611
161.232,1093784
161.861,1093628
164.088,1099740
164.68,1103829
165.855,1105314
165.937,1102920
167.28,1107809
167.32,1107784
167.351,1105602
168.659,1105361
169.602,1115801
169.925,1115810
170.45,1114292
171.118,1106413
171.353,1102798
171.685,1104417
172.029,1103628
177.462,1102582
177.548,1100010
178.003,1107626
178.006,1113850
178.337,1110709
178.775,1099717
180.035,1108755
181.939,1110992
182.263,1109315
183.74,1111963
184.21,1115613
184.831,1120607
185.093,1120617
185.318,1122145
186.452,1112217
187.634,1114391
187.766,1114116
187.881,1117209
188.06,1113197
188.313,1110501
188.98,1102673
192.163,1100451
193.167,1093435
194.927,1097979
196.633,1098278
197.429,1099063
198.123,1099488
201.151,1096802
202.388,1098843
206.247,1095932
207.207,1096891
207.265,1099157
207.31,1101021
209.62,1097144
209.892,1103669
209.941,1102854
210.093,1103886
210.544,1103216
210.586,1097824
211.12,1092041
212.296,1093491
213.213,1083596
214.01,1093892
217.336,1100704
217.885,1096987
218.294,1096402
218.93,1098465
219.902,1104069
220.718,1101067
221.305,1095832
221.334,1094796
221.598,1097030
222.341,1097099
222.63,1098858
222.64,1098188
223.176,1099311
224.21,1085600
225.012,1080627
226.224,1073733
227.412,1076957
227.649,1076767
228.982,1070108
229.159,1069683
229.971,1078832
231.26,1069072
231.437,1074014
232.495,1070177
236.495,1070150
237.066,1077140
238.929,1075570
242.03,1082257
