time,direction
0.468,S
8.066,B
9.908,S
12.883,B
13.378,B
13.737,B
14.06,B
15.163,S
16.917,S
20.869,B
22.135,B
26.841,B
31.85,B
36.211,S
43.55,S
45.859,B
47.273,S
48.47,S
49.806,B
52.348,B
52.349,S
54.439,B
54.91,S
58.391,B
59.633,S
61.983,B
62.891,S
62.985,S
63.504,B
65.751,S
66.643,S
70.125,S
74.881,S
75.265,B
81.166,S
81.443,S
82.285,S
82.786,S
88.929,B
89.194,S
90.028,S
93.06,S
94.455,S
96.582,S
96.848,B
97.749,S
99.56,S
101.044,S
102.869,S
102.933,B
103.844,S
105.386,S
117.533,B
117.897,S
121.253,B
126.364,B
126.401,B
128.125,S
130.639,S
132.346,S
134.089,S
135.213,B
137.782,S
137.889,B
140.611,B
142.086,S
144.939,S
145.367,B
147.235,B
149.022,S
151.613,B
159.532,B
163.871,B
165.096,B
165.143,S
165.469,B
167.493,B
172.225,B
174.5,B
176.232,B
181.552,B
184.92,S
185.527,S
192.07,S
193.047,B
194.905,B
195.113,S
196.427,B
203.045,B
204.182,S
209.374,B
210.546,S
216.998,S
225.625,B
226.725,B
229.554,B
229.8,B
230.434,S
230.75,B
231.478,S
234.175,B
237.796,B
242.079,S
