time,size
2.743,996310
6.693,996165
7.687,998367
11.737,991852
13.768,1001525
24.998,1004315
25.24,1007805
31.567,999701
33.319,1002167
38.155,991643
40.512,992791
42.415,987254
45.839,992935
49.552,986183
51.659,985382
59.979,977615
60.929,972822
65.1,972376
66.356,967342
84.711,965007
85.514,961569
90.997,966217
92.312,959876
96.241,958126
103.02,955545
103.324,958262
108.305,959346
109.023,965328
113.218,963036
118.548,959595
121.777,966218
122.75,965547
122.845,967975
135.294,969635
139.926,959185
140.44,958747
148.615,954913
149.206,956164
150.592,955760
154.601,955928
155.695,960876
157.938,953641
163.222,951924
177.305,960152
180.329,956058
180.749,952380
186.73,939888
187.316,936456
194.566,929478
201.402,929998
207.175,931663
211.336,929355
216.693,934673
219.07,929734
221.778,934159
226.846,936343
228.131,931630
229.382,919577
229.651,921863
230.091,910415
230.157,908124
232.792,912486
235.599,904865
237.045,901175
239.283,903617
251.628,899285
