time,size
0.908,995299
1.475,996790
1.895,999976
3.604,996002
3.876,991986
5.77,994629
6.408,990426
6.878,985763
7.724,992062
11.632,993519
13.671,994597
14.029,992843
14.303,991019
14.679,983702
14.797,975637
15.707,975410
15.86,967449
16.754,973161
17.224,967708
17.473,964060
17.51,969148
17.631,962774
18.298,964412
18.504,952871
18.988,941420
19.22,943239
19.467,948671
19.541,948479
21.298,950379
21.327,955961
22.578,952177
23.323,947359
23.534,944647
23.83,944002
24.615,946208
24.88,944872
25.023,947429
26.102,952044
26.414,947630
27.148,952252
27.435,953579
28.113,952985
28.975,954544
30.651,948541
31.015,949095
34.727,950816
35.371,958713
39.09,955982
40.818,956611
44.347,961098
44.914,951038
46.367,939235
46.96,936926
47.002,935783
47.047,938517
51.71,935670
53.052,932620
53.667,935425
53.837,935322
56.55,921443
56.914,926410
58.113,928189
58.597,929221
59.205,930321
59.866,927587
60.085,926636
60.754,924835
60.8,933173
61.098,921967
61.999,930954
66.476,935546
66.947,935696
68.839,931174
69.566,929144
70.383,928306
71.293,925891
73.024,919838
74.212,923320
74.29,919770
75.632,911488
78.97,907170
79.867,910513
80.766,907420
85.141,906654
86.327,900601
87.085,908257
88.098,907806
89.21,903240
89.414,901674
89.802,906161
90.888,905446
91.111,906315
91.417,908290
91.709,900920
91.858,901481
91.955,900589
93.383,899401
93.949,890355
95.891,889616
96.342,888347
97.707,875384
99.339,883763
101.424,881707
101.458,886464
102.336,887830
102.576,880902
103.863,887442
104.461,884559
104.98,879689
109.667,881797
110.006,874875
113.267,878872
115.784,873579
116.19,877753
116.672,882248
116.71,883073
117.598,878194
118.056,881219
118.7,876428
119.328,874807
120.608,867147
121.035,868626
122.376,860680
123.694,861147
124.203,861934
125.948,866317
126.017,867554
126.158,869828
126.584,878046
126.994,877874
129.17,874380
130.466,869687
132.797,869057
133.921,869532
134.611,868204
134.746,866626
134.828,863115
137.326,867022
138.241,860886
138.757,855563
140.152,858109
141.282,856282
141.339,862092
141.467,858692
142.177,863348
142.795,857380
144.574,856430
146.497,859545
148.343,858141
150.278,857431
150.518,861533
150.982,863388
155.274,869727
155.648,873593
156.378,872427
158.158,874303
159.226,865059
159.846,859022
162.174,861124
163.033,854208
163.544,865263
164.208,862042
164.544,864040
166.09,863150
166.449,869816
167.202,867886
168.766,870729
169.182,889314
169.702,887105
170.377,886450
171.655,880609
174.694,877781
175.055,875049
178.057,879879
178.56,889611
179.138,887188
180.066,886784
180.434,889113
180.635,881869
180.931,878192
181.543,877135
181.723,880937
182.955,868526
183.347,861496
185.814,861184
186.372,864519
186.419,867071
186.429,857393
187.648,865225
187.682,855025
187.898,859079
189.001,864072
189.032,864983
190.292,867139
193.142,865795
193.198,857580
194.686,855937
195.241,851177
196.52,859916
198.032,852100
198.362,858073
198.44,851105
198.667,843186
198.797,836007
199.064,833705
199.266,831075
199.577,824239
199.617,821628
201.201,819500
202.015,823312
204.931,818420
207.962,825505
208.258,827315
208.942,825034
213.321,825358
215.885,821132
217.271,811378
219.064,811383
219.333,807356
219.546,808647
220.959,816973
221.433,807512
222.785,806845
222.832,809253
223.239,807861
223.697,815802
223.962,816429
225.333,813923
227.218,809492
227.75,804962
227.829,804792
228.082,800485
228.433,797674
229.814,792396
229.935,787290
230.248,790154
230.47,787805
232.345,790603
233.39,783486
235.512,786534
235.976,785116
236.556,780939
236.588,780089
236.615,783119
236.979,776727
237.622,779181
238.001,768677
238.248,768827
238.416,768833
239.571,764660
241.226,774264
