time,direction
0.405,S
0.825,S
1.937,B
2.154,S
3.537,B
6.659,S
7.27,B
7.599,S
9.454,S
9.464,B
10.563,B
13.748,B
14.613,B
15.323,S
16.362,B
16.8,S
17.893,B
19.389,B
21.061,S
24.087,S
27.198,B
28.989,B
33.024,B
33.31,S
43.751,S
46.095,S
46.719,S
46.899,S
47.199,S
49.49,B
49.492,S
50.507,B
50.713,S
53.499,B
57.019,S
58.688,B
58.767,B
61.54,S
61.819,S
61.939,S
62.156,S
64.043,B
65.399,B
68.656,S
70.318,S
72.29,B
72.532,S
74.142,S
75.253,S
77.094,B
77.145,S
79.237,S
83.318,B
84.026,B
87.467,B
88.164,B
89.28,S
89.706,S
89.893,S
90.16,S
92.652,S
96.965,S
98.437,S
100.71,S
101.088,B
101.113,S
101.631,S
108.608,B
112.37,B
115.122,S
115.474,S
116.953,B
117.016,B
117.644,S
118.417,S
118.498,B
121.442,B
123.97,B
125.845,S
129.065,B
132.349,B
133.979,S
135.549,B
136.333,S
136.818,B
143.133,S
144.128,S
153.47,B
156.632,S
161.072,B
162.163,B
164.519,S
164.697,S
165.236,S
169.435,S
169.803,B
171.425,S
178.186,S
187.248,S
191.878,S
195.4,B
198.161,S
199.765,S
200.611,S
205.631,S
206.011,S
206.128,S
210.196,S
211.615,B
211.877,S
212.883,B
212.981,B
220.6,S
221.293,S
221.413,S
221.904,S
221.93,B
224.517,B
225.444,S
226.203,B
228.4,B
229.424,B
230.126,S
232.609,B
233.524,S
233.646,S
235.307,B
240.325,S
