time,size
0.694,993428
2.113,992664
2.21,988221
2.608,995290
2.811,997960
3.184,995982
3.765,993319
3.824,998021
6.214,997845
8.037,999002
8.399,998119
9.797,999816
10.27,997925
10.953,995690
11.225,993388
11.381,992568
11.422,980755
13.334,998294
14.107,1002194
15.157,1011241
16.161,1014967
16.585,1010744
17.875,1013328
18.174,1021245
18.719,1031168
19.26,1034855
19.327,1035677
21.982,1037006
22.522,1036137
25.166,1033104
25.24,1031473
25.646,1035913
26.665,1025871
27.236,1023019
27.349,1024329
28.117,1037344
28.894,1040732
29.272,1040163
29.437,1036262
29.451,1041258
30.468,1043366
31.094,1036394
32.666,1043599
34.793,1042637
35.164,1046329
36.748,1053569
38.599,1052881
38.697,1047542
39.164,1038464
40.105,1045424
40.786,1043535
41.451,1039564
41.645,1042618
42.178,1038080
43.253,1035237
48.949,1033228
50.373,1041242
51.248,1049843
52.184,1056181
54.109,1050458
55.243,1052547
55.583,1050991
57.838,1056802
58.808,1050991
59.246,1042534
59.644,1043509
60.959,1044735
61.106,1045406
61.401,1038011
63.191,1043990
64.424,1043755
65.858,1035416
66.243,1038918
66.403,1033975
67.097,1025657
67.82,1026836
67.863,1033016
69.028,1025987
69.335,1026411
70.825,1026733
70.951,1031357
71.035,1027979
72.237,1029463
73.042,1029170
73.955,1027812
75.649,1029334
76.739,1032473
76.985,1032930
77.262,1043908
77.673,1042665
77.964,1035295
78.876,1033495
80.012,1035996
81.106,1029492
81.628,1022013
82.514,1016944
82.914,1027209
84.487,1032011
84.657,1032905
85.398,1035890
88.463,1035800
90.111,1038322
90.171,1041351
92.705,1037942
93.693,1048608
94.245,1048019
95.015,1047415
97.931,1040214
99.563,1040449
100.529,1045491
102.133,1045880
104.353,1050138
105.172,1043475
105.77,1044995
108.056,1044426
108.111,1059153
108.14,1060440
108.387,1064800
109.097,1063062
109.274,1069712
109.285,1074956
111.546,1076359
113.601,1062078
115.234,1060166
116.041,1054859
116.818,1053023
117.533,1055088
118.017,1054506
118.427,1054150
120.916,1057470
121.131,1063876
121.525,1064833
121.775,1059561
122.556,1055114
122.749,1059107
123.507,1060641
126.317,1058594
127.441,1051728
128.679,1045846
128.758,1044009
128.989,1047828
130.412,1042038
131.127,1033212
132.006,1036773
133.518,1039601
133.981,1044183
134.604,1048424
134.67,1048389
134.991,1047975
135.562,1050457
135.677,1048634
136.67,1042378
137.031,1040868
138.064,1039751
139.519,1035472
139.544,1038876
140.156,1039592
141.211,1035057
142.437,1034246
144.227,1030708
145.094,1026989
146.01,1029146
147.122,1025779
147.559,1030938
147.689,1024280
148.701,1023339
149.266,1021904
149.843,1013403
150.733,1011901
150.766,1017036
150.896,1010840
150.953,1012629
152.893,1015768
153.007,1013959
154.242,1016524
154.677,1021686
156.471,1023788
156.677,1023978
159.273,1026824
161.463,1018012
161.88,1019605
163.117,1017819
163.332,1021241
167.381,1018840
168.111,1013058
169.93,1015797
171.203,1016060
172.018,1017893
174.045,1021146
175.258,1027117
178.118,1024824
180.599,1031417
181.768,1031707
181.981,1024085
182.238,1030448
182.552,1030050
182.885,1029396
182.969,1035932
183.91,1037292
185.294,1026035
185.666,1028453
186.841,1029638
188.634,1037969
189.232,1036592
190.243,1036286
191.951,1041727
192.492,1048098
193.151,1046169
197.409,1041972
198.271,1044590
199.426,1047950
200.789,1052691
200.873,1050934
201.753,1058478
202.325,1066941
202.359,1064706
203.092,1072017
203.871,1073452
204.204,1076471
205.287,1075625
205.642,1063739
205.979,1057184
207.167,1062074
207.7,1054421
208.687,1052471
209.227,1040286
210.415,1040847
210.697,1039216
210.833,1040062
211.62,1035086
212.053,1035891
212.945,1029678
215.633,1032538
216.482,1029372
217.587,1032641
221.735,1028631
223.868,1022908
224.048,1022761
225.212,1014750
225.841,1012765
225.862,1020016
226.236,1024303
228.268,1024866
228.505,1017197
229.733,1017410
230.165,1023373
230.329,1017602
230.477,1015152
230.713,1009801
231.023,1011504
234.294,1014502
235.681,1025554
235.931,1028037
236.84,1021936
237.275,1011902
237.334,1009953
238.14,1000521
240.371,1007254
